DATA;JOGADOR 1;JOGADOR 2;JOGADOR 3;JOGADOR 4;PLACAR DUPLA 1;PLACAR DUPLA 2;BUCHUDA DE Rê?;PONTUAR;PAGADOR1;DEB PAG1;COMP PG1;PAGADOR2;DEB PAG2;COMP PG2
01/08/2025;PROFESSOR;APRENDIZ;TIA LÈIÄA;JAPON“S;7;0;N«O;8;JAPON“S;$2.00;OK;TIA LÈIÄA;$2.00;OK
15/07/2025;MOLINHO;÷NDIO;MESTRE;TIA LÈIÄA;6;0;N«O;7;MESTRE;$2.00;OK;TIA LÈIÄA;$2.00;OK
05/09/2023;CARCAMANO;÷NDIO;JOGADOR N«O MEMBRO;TATU BOLA;8;0;N«O;9;JOGADOR N«O MEMBRO;0;OK;TATU BOLA;4;OK
03/04/2024;JORNALISTA;FUMACINHA;÷NDIO;TIA LÈIÄA;6;0;N«O;7;÷NDIO;2;OK;TIA LÈIÄA;2;OK
15/01/2025;CANTOR;FUMACINHA;APRENDIZ;TATU BOLA;7;0;N«O;8;APRENDIZ;2;OK;TATU BOLA;2;OK
15/10/2024;MESTRE;TIA LÈIÄA;LITR«O;TATU BOLA;7;0;N«O;8;LITR«O;2;OK;TATU BOLA;2;OK
24/01/2025;LITR«O;TIA LÈIÄA;CARCAMANO;÷NDIO;0;8;N«O;9;LITR«O;2;OK;TIA LÈIÄA;2;OK
03/09/2024;MESTRE;TIA LÈIÄA;SEM PRESSA;TATU BOLA;0;6;N«O;7;MESTRE;2;OK;TIA LÈIÄA;2;OK
21/02/2024;CARCAMANO;LITR«O;FUMACINHA;TIA LÈIÄA;6;0;N«O;7;FUMACINHA;2;OK;TIA LÈIÄA;2;OK
26/03/2024;LITR«O;TIA LÈIÄA;JOGADOR N«O MEMBRO;JAPON“S;6;0;N«O;7;JOGADOR N«O MEMBRO;2;OK;JAPON“S;2;OK
27/05/2024;JORNALISTA;JOGADOR N«O MEMBRO;MOLINHO;SEM PRESSA;6;0;N«O;7;MOLINHO;2;OK;SEM PRESSA;2;OK
04/10/2023;PROFESSOR;TATU BOLA;CARCAMANO;MOLINHO;6;0;N«O;7;CARCAMANO;2;OK;MOLINHO;2;OK
01/07/2024;JOGADOR N«O MEMBRO;TATU BOLA;VOV‚;FUMACINHA;0;6;N«O;7;JOGADOR N«O MEMBRO;2;;TATU BOLA;4;OK
05/10/2023;CARCAMANO;TATU BOLA;PROFESSOR;MOLINHO;7;0;N«O;8;PROFESSOR;2;OK;MOLINHO;2;OK
25/10/2023;JOGADOR N«O MEMBRO;TATU BOLA;MOLINHO;JAPON“S;5;7;SIM;9;JOGADOR N«O MEMBRO;3;OK;TATU BOLA;3;OK
07/12/2023;JAPON“S;TATU BOLA;MESTRE;TIA LÈIÄA;0;8;N«O;9;JAPON“S;2;OK;TATU BOLA;2;OK
03/09/2024;JORNALISTA;TATU BOLA;JOGADOR N«O MEMBRO;TIA LÈIÄA;6;5;SIM;8;JOGADOR N«O MEMBRO;3;OK;TIA LÈIÄA;3;OK
21/02/2024;FUMACINHA;TATU BOLA;LITR«O;JAPON“S;6;0;N«O;7;LITR«O;2;OK;JAPON“S;2;OK
29/05/2024;JOGADOR N«O MEMBRO;JAPON“S;MOLINHO;SEM PRESSA;0;7;N«O;8;JOGADOR N«O MEMBRO;2;OK;JAPON“S;2;OK
11/07/2024;MOLINHO;TATU BOLA;CARCAMANO;PROFESSOR;0;6;N«O;7;MOLINHO;2;OK;TATU BOLA;2;OK
29/11/2023;MESTRE;TIA LÈIÄA;LITR«O;JAPON“S;6;0;N«O;7;LITR«O;2;OK;JAPON“S;2;OK
24/04/2024;PROFESSOR;LITR«O;JORNALISTA;MOLINHO;6;0;N«O;7;JORNALISTA;2;OK;MOLINHO;2;OK
04/09/2023;MESTRE;TIA LÈIÄA;JORNALISTA;JAPON“S;6;0;N«O;7;JORNALISTA;2;OK;JAPON“S;2;OK
06/08/2025;CARCAMANO;PROFESSOR;JAPON“S;FUMACINHA;7;0;N«O;8;FUMACINHA;$2.00;OK;JAPON“S;$2.00;OK
17/10/2024;JOGADOR N«O MEMBRO;TATU BOLA;CARCAMANO;MOLINHO;0;7;N«O;8;JOGADOR N«O MEMBRO;2;OK;TATU BOLA;2;OK
28/05/2025;CARCAMANO;VOV‚;CANTOR;÷NDIO;6;0;N«O;7;CANTOR;$2.00;;÷NDIO;$2.00;OK
28/07/2025;CARCAMANO;CANTOR;FUMACINHA;POL÷CIA FEMININA;6;0;N«O;7;FUMACINHA;$2.00;OK;POL÷CIA FEMININA;$2.00;OK
13/11/2024;÷NDIO;TATU BOLA;VOV‚;JOGADOR N«O MEMBRO;0;6;N«O;7;÷NDIO;2;OK;TATU BOLA;2;OK
26/10/2023;MESTRE;TIA LÈIÄA;MOLINHO;JAPON“S;0;9;N«O;10;MESTRE;2;OK;TIA LÈIÄA;2;OK
24/10/2024;CANTOR;LITR«O;PROFESSOR;JAPON“S;6;0;N«O;7;PROFESSOR;2;OK;JAPON“S;2;OK
07/05/2024;JOGADOR N«O MEMBRO;MOLINHO;TATU BOLA;APRENDIZ;0;6;N«O;7;JOGADOR N«O MEMBRO;2;OK;MOLINHO;2;OK
17/10/2024;CARCAMANO;MOLINHO;JOGADOR N«O MEMBRO;TATU BOLA;5;6;SIM;8;CARCAMANO;3;OK;MOLINHO;3;OK
12/06/2024;FUMACINHA;TATU BOLA;JOGADOR N«O MEMBRO;TIA LÈIÄA;5;6;SIM;8;FUMACINHA;3;OK;TATU BOLA;3;OK
28/01/2025;CARCAMANO;SEM PRESSA;PROFESSOR;TATU BOLA;6;0;N«O;7;PROFESSOR;2;OK;TATU BOLA;2;OK
07/06/2024;PROFESSOR;APRENDIZ;MOLINHO;JAPON“S;6;0;N«O;7;MOLINHO;2;OK;JAPON“S;2;OK
19/12/2023;LITR«O;TIA LÈIÄA;CARCAMANO;÷NDIO;0;6;N«O;7;LITR«O;2;OK;TIA LÈIÄA;2;OK
18/03/2024;FANTASMA;TIA LÈIÄA;CARCAMANO;÷NDIO;6;0;N«O;7;CARCAMANO;2;OK;÷NDIO;2;OK
10/12/2024;DISC÷PULO;TATU BOLA;FRODO COGUMELO;APRENDIZ;0;6;N«O;7;DISC÷PULO;2;OK;TATU BOLA;2;OK
06/08/2024;LITR«O;TATU BOLA;SEM PRESSA;TIA LÈIÄA;6;0;N«O;7;SEM PRESSA;2;OK;TIA LÈIÄA;2;OK
22/07/2024;VOV‚;CARCAMANO;SEM PRESSA;TATU BOLA;6;0;N«O;7;SEM PRESSA;2;OK;TATU BOLA;2;OK
15/08/2024;FUMACINHA;÷NDIO;MOLINHO;TIA LÈIÄA;0;6;N«O;7;FUMACINHA;2;OK;÷NDIO;2;OK
18/01/2024;JOGADOR N«O MEMBRO;JAPON“S;MESTRE;TIA LÈIÄA;6;5;SIM;8;MESTRE;3;OK;TIA LÈIÄA;3;OK
22/04/2025;LITR«O;FUMACINHA;SEM PRESSA;TIA LÈIÄA;6;0;N«O;7;SEM PRESSA;$2.00;OK;TIA LÈIÄA;$2.00;OK
01/09/2023;MESTRE;MOLINHO;FANTASMA;TIA LÈIÄA;7;0;N«O;8;FANTASMA;2;OK;TIA LÈIÄA;2;OK
25/04/2024;MESTRE;TIA LÈIÄA;÷NDIO;LITR«O;0;6;N«O;7;MESTRE;2;OK;TIA LÈIÄA;2;OK
14/07/2025;PROFESSOR;POL÷CIA FEMININA;FUMACINHA;÷NDIO;0;7;N«O;8;PROFESSOR;$2.00;OK;POL÷CIA FEMININA;$2.00;OK
09/10/2025;PROFESSOR;POL÷CIA FEMININA;MOLINHO;FUMACINHA;0;7;N«O;8;PROFESSOR;$2.00;OK;POL÷CIA FEMININA;$2.00;OK
27/05/2025;JORNALISTA;FRODO COGUMELO;MOLINHO;TIA LÈIÄA;6;0;N«O;7;MOLINHO;$2.00;OK;TIA LÈIÄA;$2.00;OK
06/05/2025;CARCAMANO;LITR«O;CANTOR;SEM PRESSA;6;5;SIM;8;CANTOR;$3.00;;SEM PRESSA;$3.00;OK
24/10/2023;MESTRE;TIA LÈIÄA;PROFESSOR;FANTASMA;0;7;N«O;8;MESTRE;2;OK;TIA LÈIÄA;2;OK
30/09/2024;JORNALISTA;MOLINHO;MESTRE;SEM PRESSA;0;6;N«O;7;JORNALISTA;2;OK;MOLINHO;2;OK
02/02/2024;FUMACINHA;TATU BOLA;MESTRE;TIA LÈIÄA;6;0;N«O;7;MESTRE;2;OK;TIA LÈIÄA;2;OK
12/07/2023;JORNALISTA;TATU BOLA;JOGADOR N«O MEMBRO;JAPON“S;6;0;N«O;7;JOGADOR N«O MEMBRO;2;OK;JAPON“S;2;OK
04/04/2024;CARCAMANO;JAPON“S;÷NDIO;LITR«O;0;6;N«O;7;CARCAMANO;2;OK;JAPON“S;2;OK
04/06/2024;÷NDIO;TATU BOLA;APRENDIZ;TIA LÈIÄA;6;0;N«O;7;APRENDIZ;2;OK;TIA LÈIÄA;2;OK
24/08/2023;MESTRE;TIA LÈIÄA;CARCAMANO;÷NDIO;6;0;N«O;7;CARCAMANO;2;OK;÷NDIO;2;OK
30/04/2024;JOGADOR N«O MEMBRO;PROFESSOR;MESTRE;TIA LÈIÄA;8;0;N«O;9;MESTRE;2;OK;TIA LÈIÄA;2;OK
22/03/2024;JOGADOR N«O MEMBRO;FUMACINHA;MOLINHO;TIA LÈIÄA;8;0;N«O;9;MOLINHO;2;OK;TIA LÈIÄA;2;OK
20/03/2024;JORNALISTA;FANTASMA;PROFESSOR;TATU BOLA;6;0;N«O;7;PROFESSOR;2;OK;TATU BOLA;2;OK
17/01/2025;CANTOR;FUMACINHA;JAPON“S;TIA LÈIÄA;9;0;N«O;10;JAPON“S;2;OK;TIA LÈIÄA;2;OK
17/01/2024;JAPON“S;TATU BOLA;FUMACINHA;MESTRE;0;6;N«O;7;JAPON“S;2;OK;TATU BOLA;2;OK
04/12/2023;TATU BOLA;TIA LÈIÄA;LITR«O;MOLINHO;0;6;N«O;7;TATU BOLA;2;OK;TIA LÈIÄA;2;OK
03/09/2024;JOGADOR N«O MEMBRO;TIA LÈIÄA;SEM PRESSA;TATU BOLA;6;0;N«O;7;SEM PRESSA;2;OK;TATU BOLA;2;OK
13/05/2024;CARCAMANO;FUMACINHA;÷NDIO;JAPON“S;7;0;N«O;8;÷NDIO;2;OK;JAPON“S;2;OK
05/01/2024;JAPON“S;TIA LÈIÄA;CARCAMANO;÷NDIO;0;6;N«O;7;JAPON“S;2;OK;TIA LÈIÄA;2;OK
20/07/2023;CARCAMANO;FANTASMA;TIA LÈIÄA;JAPON“S;6;0;N«O;7;TIA LÈIÄA;2;OK;JAPON“S;2;OK
23/01/2024;÷NDIO;TATU BOLA;FUMACINHA;JAPON“S;0;6;N«O;7;÷NDIO;2;OK;TATU BOLA;2;OK
11/03/2024;CARCAMANO;FANTASMA;FUMACINHA;TATU BOLA;6;0;N«O;7;FUMACINHA;2;OK;TATU BOLA;2;OK
01/11/2023;÷NDIO;LITR«O;JAPON“S;TIA LÈIÄA;7;0;N«O;8;JAPON“S;2;OK;TIA LÈIÄA;2;OK
06/05/2025;JORNALISTA;CANTOR;SEM PRESSA;TATU BOLA;6;0;N«O;7;SEM PRESSA;$2.00;OK;TATU BOLA;$2.00;OK
18/08/2025;PROFESSOR;POL÷CIA FEMININA;JOGADOR N«O MEMBRO;TIA LÈIÄA;0;6;N«O;7;PROFESSOR;$2.00;OK;POL÷CIA FEMININA;$2.00;OK
13/06/2025;JORNALISTA;TIA LÈIÄA;÷NDIO;CANTOR;7;5;SIM;9;CANTOR;$3.00;;÷NDIO;$3.00;OK
04/08/2025;PROFESSOR;FUMACINHA;CARCAMANO;TATU BOLA;8;5;SIM;10;CARCAMANO;$3.00;OK;TATU BOLA;$3.00;OK
07/02/2024;CARCAMANO;JAPON“S;LITR«O;FUMACINHA;0;6;N«O;7;CARCAMANO;2;OK;JAPON“S;2;OK
16/11/2023;MESTRE;TIA LÈIÄA;LITR«O;JAPON“S;6;0;N«O;7;LITR«O;2;OK;JAPON“S;2;OK
24/10/2025;CARCAMANO;PROFESSOR;POL÷CIA FEMININA;JAPON“S;6;0;N«O;7;POL÷CIA FEMININA;$2.00;OK;JAPON“S;$2.00;OK
06/11/2023;JORNALISTA;TIA LÈIÄA;PROFESSOR;MOLINHO;0;6;N«O;7;JORNALISTA;2;OK;TIA LÈIÄA;2;OK
25/07/2025;MESTRE;TIA LÈIÄA;FRODO COGUMELO;FUMACINHA;0;6;N«O;7;MESTRE;$2.00;OK;TIA LÈIÄA;$2.00;OK
30/08/2023;VOV‚;TATU BOLA;MOLINHO;JAPON“S;0;6;N«O;7;VOV‚;2;OK;TATU BOLA;2;OK
15/08/2023;VOV‚;FANTASMA;MOLINHO;JAPON“S;6;0;N«O;7;MOLINHO;2;OK;JAPON“S;2;OK
02/10/2023;PROFESSOR;TIA LÈIÄA;CARCAMANO;MOLINHO;6;0;N«O;7;CARCAMANO;2;OK;MOLINHO;2;OK
02/04/2024;VOV‚;JAPON“S;FUMACINHA;TATU BOLA;0;6;N«O;7;VOV‚;2;OK;JAPON“S;2;OK
04/09/2024;JORNALISTA;TATU BOLA;MOLINHO;SEM PRESSA;7;0;N«O;8;MOLINHO;2;OK;SEM PRESSA;2;OK
14/05/2024;FUMACINHA;TATU BOLA;LITR«O;MESTRE;0;6;N«O;7;FUMACINHA;2;OK;TATU BOLA;2;OK
17/10/2023;VOV‚;JOGADOR N«O MEMBRO;CARCAMANO;MOLINHO;6;0;N«O;7;CARCAMANO;2;OK;MOLINHO;2;OK
04/11/2024;CARCAMANO;PROFESSOR;LITR«O;TATU BOLA;6;0;N«O;7;LITR«O;2;OK;TATU BOLA;2;OK
07/08/2023;MESTRE;TIA LÈIÄA;JAPON“S;÷NDIO;6;5;SIM;8;JAPON“S;3;OK;÷NDIO;3;OK
16/01/2025;VOV‚;FUMACINHA;LITR«O;TIA LÈIÄA;7;0;N«O;8;LITR«O;2;OK;TIA LÈIÄA;2;OK
21/09/2023;MOLINHO;TATU BOLA;LITR«O;JAPON“S;0;6;N«O;7;MOLINHO;2;OK;TATU BOLA;2;OK
07/05/2024;FUMACINHA;JAPON“S;MOLINHO;SEM PRESSA;8;0;N«O;9;MOLINHO;2;OK;SEM PRESSA;2;OK
31/01/2024;JORNALISTA;FUMACINHA;÷NDIO;TATU BOLA;6;0;N«O;7;÷NDIO;2;OK;TATU BOLA;2;OK
29/07/2024;MOLINHO;TATU BOLA;MESTRE;TIA LÈIÄA;6;0;N«O;7;MESTRE;2;OK;TIA LÈIÄA;2;OK
18/09/2024;CANTOR;LITR«O;JOGADOR N«O MEMBRO;TATU BOLA;7;0;N«O;8;JOGADOR N«O MEMBRO;2;OK;TATU BOLA;2;OK
19/03/2024;JORNALISTA;MOLINHO;FUMACINHA;JOGADOR N«O MEMBRO;0;8;N«O;9;JORNALISTA;2;OK;MOLINHO;2;OK
11/07/2024;CARCAMANO;PROFESSOR;SEM PRESSA;TATU BOLA;6;0;N«O;7;SEM PRESSA;2;OK;TATU BOLA;2;OK
04/06/2024;CARCAMANO;TIA LÈIÄA;JAPON“S;MESTRE;0;6;N«O;7;CARCAMANO;2;OK;TIA LÈIÄA;2;OK
04/06/2025;VOV‚;TATU BOLA;CANTOR;JAPON“S;0;6;N«O;7;VOV‚;$2.00;OK;TATU BOLA;$2.00;OK
18/09/2025;PROFESSOR;POL÷CIA FEMININA;FRODO COGUMELO;SEM PRESSA;8;0;N«O;9;FRODO COGUMELO;$2.00;OK;SEM PRESSA;$2.00;OK
21/03/2024;VOV‚;JOGADOR N«O MEMBRO;PROFESSOR;MOLINHO;6;0;N«O;7;PROFESSOR;2;OK;MOLINHO;2;OK
30/07/2024;MOLINHO;MESTRE;JOGADOR N«O MEMBRO;TATU BOLA;6;0;N«O;7;JOGADOR N«O MEMBRO;2;OK;TATU BOLA;2;OK
17/01/2025;PROFESSOR;MOLINHO;CANTOR;TIA LÈIÄA;8;0;N«O;9;CANTOR;2;OK;TIA LÈIÄA;2;OK
04/10/2023;PROFESSOR;TATU BOLA;CARCAMANO;MOLINHO;6;0;N«O;7;CARCAMANO;2;OK;MOLINHO;2;OK
24/10/2024;PROFESSOR;TATU BOLA;LITR«O;JAPON“S;7;0;N«O;8;LITR«O;2;OK;JAPON“S;2;OK
09/11/2023;LITR«O;JAPON“S;MESTRE;TIA LÈIÄA;0;6;N«O;7;LITR«O;2;OK;JAPON“S;2;OK
11/06/2024;÷NDIO;TATU BOLA;MESTRE;TIA LÈIÄA;0;6;N«O;7;÷NDIO;2;OK;TATU BOLA;2;OK
16/01/2025;FUMACINHA;APRENDIZ;LITR«O;JAPON“S;6;0;N«O;7;LITR«O;2;OK;JAPON“S;2;OK
14/05/2024;CARCAMANO;LITR«O;MESTRE;TIA LÈIÄA;6;0;N«O;7;MESTRE;2;OK;TIA LÈIÄA;2;OK
27/12/2023;VOV‚;FANTASMA;JOGADOR N«O MEMBRO;TATU BOLA;6;0;N«O;7;JOGADOR N«O MEMBRO;0;OK;TATU BOLA;4;OK
04/06/2024;FANTASMA;TATU BOLA;PROFESSOR;MOLINHO;0;6;N«O;7;FANTASMA;2;OK;TATU BOLA;2;OK
10/01/2025;MESTRE;JAPON“S;CARCAMANO;÷NDIO;6;0;N«O;7;CARCAMANO;2;OK;÷NDIO;2;OK
20/02/2024;CARCAMANO;JAPON“S;FUMACINHA;TIA LÈIÄA;6;0;N«O;7;FUMACINHA;2;OK;TIA LÈIÄA;2;OK
12/06/2024;MOLINHO;MESTRE;JORNALISTA;JAPON“S;6;0;N«O;7;JORNALISTA;2;OK;JAPON“S;2;OK
10/10/2024;MOLINHO;TATU BOLA;DISC÷PULO;PROFESSOR;0;6;N«O;7;MOLINHO;2;OK;TATU BOLA;2;OK
26/06/2024;PROFESSOR;APRENDIZ;FUMACINHA;TATU BOLA;6;0;N«O;7;FUMACINHA;2;OK;TATU BOLA;2;OK
22/05/2025;JORNALISTA;LITR«O;CANTOR;SEM PRESSA;6;0;N«O;7;CANTOR;$2.00;;SEM PRESSA;$2.00;OK
28/06/2024;CARCAMANO;JAPON“S;÷NDIO;JOGADOR N«O MEMBRO;0;8;N«O;9;CARCAMANO;2;OK;JAPON“S;2;OK
25/07/2023;VOV‚;FANTASMA;÷NDIO;TIA LÈIÄA;6;0;N«O;7;÷NDIO;2;OK;TIA LÈIÄA;2;OK
01/02/2024;LITR«O;TATU BOLA;MOLINHO;TIA LÈIÄA;6;0;N«O;7;MOLINHO;2;OK;TIA LÈIÄA;2;OK
16/08/2024;LITR«O;TATU BOLA;JOGADOR N«O MEMBRO;FUMACINHA;0;6;N«O;7;LITR«O;2;OK;TATU BOLA;2;OK
10/07/2025;JAPON“S;PROFESSOR;CARCAMANO;MOLINHO;0;6;N«O;7;PROFESSOR;$2.00;OK;JAPON“S;$2.00;OK
18/04/2024;LITR«O;FUMACINHA;JAPON“S;TIA LÈIÄA;6;0;N«O;7;JAPON“S;2;OK;TIA LÈIÄA;2;OK
26/04/2024;JORNALISTA;APRENDIZ;JOGADOR N«O MEMBRO;LITR«O;5;6;SIM;8;JORNALISTA;3;OK;APRENDIZ;3;OK
13/12/2024;FRODO COGUMELO;TATU BOLA;PROFESSOR;FUMACINHA;0;6;N«O;7;FRODO COGUMELO;2;OK;TATU BOLA;2;OK
04/06/2025;JORNALISTA;CARCAMANO;CANTOR;SEM PRESSA;6;0;N«O;7;CANTOR;$2.00;;SEM PRESSA;$2.00;OK
26/12/2024;CARCAMANO;TATU BOLA;PROFESSOR;XAM«;0;6;N«O;7;CARCAMANO;2;OK;TATU BOLA;2;OK
29/08/2023;MESTRE;TIA LÈIÄA;JORNALISTA;JOGADOR N«O MEMBRO;0;6;N«O;7;MESTRE;2;OK;TIA LÈIÄA;2;OK
26/03/2024;JOGADOR N«O MEMBRO;JAPON“S;LITR«O;TIA LÈIÄA;7;0;N«O;8;LITR«O;2;OK;TIA LÈIÄA;2;OK
04/09/2024;PROFESSOR;TATU BOLA;FUMACINHA;MESTRE;5;6;SIM;8;PROFESSOR;3;OK;TATU BOLA;3;OK
06/06/2024;MESTRE;TIA LÈIÄA;JAPON“S;TATU BOLA;6;0;N«O;7;JAPON“S;2;OK;TATU BOLA;2;OK
17/09/2024;MESTRE;TIA LÈIÄA;JORNALISTA;MOLINHO;6;0;N«O;7;JORNALISTA;2;OK;MOLINHO;2;OK
05/07/2024;CARCAMANO;÷NDIO;FUMACINHA;TATU BOLA;6;0;N«O;7;FUMACINHA;2;OK;TATU BOLA;2;OK
27/06/2024;JORNALISTA;÷NDIO;FUMACINHA;MESTRE;0;7;N«O;8;JORNALISTA;2;OK;÷NDIO;2;OK
14/03/2024;JORNALISTA;TIA LÈIÄA;LITR«O;TATU BOLA;6;0;N«O;7;LITR«O;2;OK;TATU BOLA;2;OK
31/01/2025;JORNALISTA;LITR«O;MESTRE;TIA LÈIÄA;6;0;N«O;7;MESTRE;2;OK;TIA LÈIÄA;2;OK
26/07/2023;CARCAMANO;TATU BOLA;MOLINHO;MESTRE;0;6;N«O;7;CARCAMANO;2;OK;TATU BOLA;2;OK
17/10/2023;PROFESSOR;TATU BOLA;CARCAMANO;MOLINHO;0;6;N«O;7;PROFESSOR;2;OK;TATU BOLA;2;OK
26/10/2023;CARCAMANO;PROFESSOR;÷NDIO;TATU BOLA;7;0;N«O;8;÷NDIO;2;OK;TATU BOLA;2;OK
18/09/2024;JOGADOR N«O MEMBRO;MOLINHO;MESTRE;TIA LÈIÄA;0;6;N«O;7;JOGADOR N«O MEMBRO;2;OK;MOLINHO;2;OK
18/09/2024;CANTOR;LITR«O;JOGADOR N«O MEMBRO;TIA LÈIÄA;6;0;N«O;7;JOGADOR N«O MEMBRO;2;OK;TIA LÈIÄA;2;OK
03/04/2024;JORNALISTA;FUMACINHA;JOGADOR N«O MEMBRO;JAPON“S;6;0;N«O;7;JOGADOR N«O MEMBRO;2;OK;JAPON“S;2;OK
20/02/2024;LITR«O;FUMACINHA;PROFESSOR;JAPON“S;6;0;N«O;7;PROFESSOR;2;OK;JAPON“S;2;OK
10/09/2024;MESTRE;TIA LÈIÄA;APRENDIZ;LITR«O;0;6;N«O;7;MESTRE;2;OK;TIA LÈIÄA;2;OK
28/08/2024;LITR«O;FUMACINHA;VOV‚;÷NDIO;6;0;N«O;7;VOV‚;2;OK;÷NDIO;2;OK
27/11/2024;JORNALISTA;TATU BOLA;JOGADOR N«O MEMBRO;APRENDIZ;0;6;N«O;7;JORNALISTA;2;OK;TATU BOLA;2;OK
05/04/2024;JORNALISTA;FUMACINHA;CARCAMANO;MOLINHO;6;0;N«O;7;CARCAMANO;2;OK;MOLINHO;2;OK
11/10/2023;CARCAMANO;PROFESSOR;VOV‚;MOLINHO;6;0;N«O;7;VOV‚;2;OK;MOLINHO;2;OK
02/10/2024;JORNALISTA;MOLINHO;TATU BOLA;MESTRE;0;6;N«O;7;JORNALISTA;2;OK;MOLINHO;2;OK
09/11/2023;MESTRE;TIA LÈIÄA;JAPON“S;MOLINHO;7;0;N«O;8;JAPON“S;2;OK;MOLINHO;2;OK
06/09/2024;÷NDIO;TATU BOLA;CARCAMANO;TIA LÈIÄA;0;8;N«O;9;÷NDIO;2;OK;TATU BOLA;2;OK
22/04/2024;JORNALISTA;JAPON“S;TIA LÈIÄA;MESTRE;5;6;SIM;8;JORNALISTA;3;OK;JAPON“S;3;OK
19/09/2025;PROFESSOR;JAPON“S;POL÷CIA FEMININA;TIA LÈIÄA;6;0;N«O;7;POL÷CIA FEMININA;$2.00;OK;TIA LÈIÄA;$2.00;OK
15/03/2024;PROFESSOR;TATU BOLA;LITR«O;FUMACINHA;0;6;N«O;7;PROFESSOR;2;OK;TATU BOLA;2;OK
06/11/2023;MESTRE;TIA LÈIÄA;PROFESSOR;MOLINHO;0;6;N«O;7;MESTRE;2;OK;TIA LÈIÄA;2;OK
05/09/2023;CARCAMANO;TATU BOLA;TIA LÈIÄA;JOGADOR N«O MEMBRO;0;6;N«O;7;CARCAMANO;2;OK;TATU BOLA;2;OK
03/04/2025;POL÷CIA FEMININA;TIA LÈIÄA;PROFESSOR;FUMACINHA;0;7;N«O;8;POL÷CIA FEMININA;$2.00;OK;TIA LÈIÄA;$2.00;OK
30/10/2023;MOLINHO;TATU BOLA;CARCAMANO;TIA LÈIÄA;0;8;N«O;9;MOLINHO;2;OK;TATU BOLA;2;OK
18/08/2025;MOLINHO;APRENDIZ;TIA LÈIÄA;JOGADOR N«O MEMBRO;6;0;N«O;7;JOGADOR N«O MEMBRO;$0.00;;TIA LÈIÄA;$4.00;OK
24/02/2025;MESTRE;TIA LÈIÄA;JOGADOR N«O MEMBRO;MOLINHO;6;0;N«O;7;JOGADOR N«O MEMBRO;$0.00;;MOLINHO;$4.00;OK
29/05/2025;JORNALISTA;CANTOR;LITR«O;SEM PRESSA;6;0;N«O;7;LITR«O;$2.00;;SEM PRESSA;$2.00;OK
02/06/2025;JORNALISTA;CARCAMANO;CANTOR;÷NDIO;7;0;N«O;8;CANTOR;$2.00;;÷NDIO;$2.00;OK
16/05/2024;LITR«O;TIA LÈIÄA;CARCAMANO;MESTRE;0;6;N«O;7;LITR«O;2;OK;TIA LÈIÄA;2;OK
26/09/2024;CANTOR;LITR«O;MOLINHO;TATU BOLA;6;0;N«O;7;MOLINHO;2;OK;TATU BOLA;2;OK
11/07/2024;MOLINHO;TATU BOLA;CARCAMANO;PROFESSOR;0;6;N«O;7;MOLINHO;2;OK;TATU BOLA;2;OK
10/06/2024;JOGADOR N«O MEMBRO;MOLINHO;JAPON“S;MESTRE;0;6;N«O;7;JOGADOR N«O MEMBRO;2;OK;MOLINHO;2;OK
11/01/2024;JOGADOR N«O MEMBRO;JAPON“S;MESTRE;TIA LÈIÄA;6;0;N«O;7;MESTRE;2;OK;TIA LÈIÄA;2;OK
04/09/2024;CARCAMANO;JOGADOR N«O MEMBRO;MOLINHO;SEM PRESSA;6;0;N«O;7;MOLINHO;2;OK;SEM PRESSA;2;OK
14/06/2024;MESTRE;JAPON“S;PROFESSOR;FUMACINHA;0;6;N«O;7;MESTRE;2;OK;JAPON“S;2;OK
19/03/2024;FANTASMA;TIA LÈIÄA;LITR«O;TATU BOLA;6;0;N«O;7;LITR«O;2;OK;TATU BOLA;2;OK
28/01/2025;JORNALISTA;CARCAMANO;MESTRE;TIA LÈIÄA;6;0;N«O;7;MESTRE;2;OK;TIA LÈIÄA;2;OK
15/05/2024;MOLINHO;TIA LÈIÄA;SEM PRESSA;APRENDIZ;0;6;N«O;7;MOLINHO;2;OK;TIA LÈIÄA;2;OK
08/04/2024;TATU BOLA;TIA LÈIÄA;MOLINHO;FUMACINHA;0;6;N«O;7;TATU BOLA;2;OK;TIA LÈIÄA;2;OK
24/10/2024;PROFESSOR;TATU BOLA;LITR«O;MESTRE;0;6;N«O;7;PROFESSOR;2;OK;TATU BOLA;2;OK
28/01/2025;SEM PRESSA;TATU BOLA;JORNALISTA;FUMACINHA;0;6;N«O;7;SEM PRESSA;2;OK;TATU BOLA;2;OK
26/09/2025;SEM PRESSA;TATU BOLA;POL÷CIA FEMININA;MESTRE;0;6;N«O;7;SEM PRESSA;$2.00;OK;TATU BOLA;$2.00;OK
03/10/2023;JORNALISTA;MOLINHO;PROFESSOR;TATU BOLA;0;6;N«O;7;JORNALISTA;2;OK;MOLINHO;2;OK
22/11/2023;LITR«O;MOLINHO;JAPON“S;MESTRE;5;6;SIM;8;LITR«O;3;OK;MOLINHO;3;OK
22/01/2025;CARCAMANO;FUMACINHA;LITR«O;TATU BOLA;6;0;N«O;7;LITR«O;2;OK;TATU BOLA;2;OK
